vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(Phi_e),avg(V),avg(X),avg(Y),avg(Z),avg(vtkOriginalPointIds),max(Phi_e),max(V),max(X),max(Y),max(Z),max(vtkOriginalPointIds),med(Phi_e),med(V),med(X),med(Y),med(Z),med(vtkOriginalPointIds),min(Phi_e),min(V),min(X),min(Y),min(Z),min(vtkOriginalPointIds),q1(Phi_e),q1(V),q1(X),q1(Y),q1(Z),q1(vtkOriginalPointIds),q3(Phi_e),q3(V),q3(X),q3(Y),q3(Z),q3(vtkOriginalPointIds),std(Phi_e),std(V),std(X),std(Y),std(Z),std(vtkOriginalPointIds),vtkValidPointMask
1,59,1,59,0,0.3899,16.9916,0.16,0.2,0,218,0.3899,16.9916,0.16,0.2,0,218,0.3899,16.9916,0.16,0.2,0,218,0.3899,16.9916,0.16,0.2,0,218,0.3899,16.9916,0.16,0.2,0,218,0.3899,16.9916,0.16,0.2,0,218,0,0,0,0,0,0,1
1,60,1,60,0,0.37373,16.9056,0.16,0.2,0,218,0.37373,16.9056,0.16,0.2,0,218,0.37373,16.9056,0.16,0.2,0,218,0.37373,16.9056,0.16,0.2,0,218,0.37373,16.9056,0.16,0.2,0,218,0.37373,16.9056,0.16,0.2,0,218,0,0,0,0,0,0,1
1,61,1,61,0,0.356933,16.8275,0.16,0.2,0,218,0.356933,16.8275,0.16,0.2,0,218,0.356933,16.8275,0.16,0.2,0,218,0.356933,16.8275,0.16,0.2,0,218,0.356933,16.8275,0.16,0.2,0,218,0.356933,16.8275,0.16,0.2,0,218,0,0,0,0,0,0,1
1,62,1,62,0,0.339516,16.7577,0.16,0.2,0,218,0.339516,16.7577,0.16,0.2,0,218,0.339516,16.7577,0.16,0.2,0,218,0.339516,16.7577,0.16,0.2,0,218,0.339516,16.7577,0.16,0.2,0,218,0.339516,16.7577,0.16,0.2,0,218,0,0,0,0,0,0,1
1,63,1,63,0,0.321071,16.6967,0.16,0.2,0,218,0.321071,16.6967,0.16,0.2,0,218,0.321071,16.6967,0.16,0.2,0,218,0.321071,16.6967,0.16,0.2,0,218,0.321071,16.6967,0.16,0.2,0,218,0.321071,16.6967,0.16,0.2,0,218,0,0,0,0,0,0,1
1,64,1,64,0,0.300821,16.6526,0.16,0.2,0,218,0.300821,16.6526,0.16,0.2,0,218,0.300821,16.6526,0.16,0.2,0,218,0.300821,16.6526,0.16,0.2,0,218,0.300821,16.6526,0.16,0.2,0,218,0.300821,16.6526,0.16,0.2,0,218,0,0,0,0,0,0,1
1,65,1,65,0,0.276898,16.6382,0.16,0.2,0,218,0.276898,16.6382,0.16,0.2,0,218,0.276898,16.6382,0.16,0.2,0,218,0.276898,16.6382,0.16,0.2,0,218,0.276898,16.6382,0.16,0.2,0,218,0.276898,16.6382,0.16,0.2,0,218,0,0,0,0,0,0,1
1,66,1,66,0,0.243179,16.6858,0.16,0.2,0,218,0.243179,16.6858,0.16,0.2,0,218,0.243179,16.6858,0.16,0.2,0,218,0.243179,16.6858,0.16,0.2,0,218,0.243179,16.6858,0.16,0.2,0,218,0.243179,16.6858,0.16,0.2,0,218,0,0,0,0,0,0,1
1,67,1,67,0,0.2046,16.7706,0.16,0.2,0,218,0.2046,16.7706,0.16,0.2,0,218,0.2046,16.7706,0.16,0.2,0,218,0.2046,16.7706,0.16,0.2,0,218,0.2046,16.7706,0.16,0.2,0,218,0.2046,16.7706,0.16,0.2,0,218,0,0,0,0,0,0,1
1,68,1,68,0,0.165463,16.8699,0.16,0.2,0,218,0.165463,16.8699,0.16,0.2,0,218,0.165463,16.8699,0.16,0.2,0,218,0.165463,16.8699,0.16,0.2,0,218,0.165463,16.8699,0.16,0.2,0,218,0.165463,16.8699,0.16,0.2,0,218,0,0,0,0,0,0,1
